identifier,group,oligomeric_state,lca_phylum,lca_class,lca_order,length
A0AA35PCQ8_IPR045860_1_143-228,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA35U124_IPR045860_2_23-142,none,multimere,Porifera (phylum),Demospongiae (class),Tetractinellida (order),117-140
A0AA36BJ62_IPR045860_1_17-111,none,monomere,Mollusca (phylum),Cephalopoda (class),Octopoda (order),95-117
A0AA36D2R8_IPR045860_1_67-170,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0AA36G7W2_IPR045860_1_7-74,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0AA36GVW6_IPR045860_1_43-118,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AA36MAJ4_IPR045860_1_38-92,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0AA39EYS4_IPR045860_1_23-105,mixture,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),72-95
A0AA40HIG7_IPR045860_1_38-190,Ly6,monomere,Chordata (phylum),Mammalia (class),Chiroptera (order),140-162
A0AA41TC32_IPR016054_1_49-140,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0AA88LWV0_IPR016054_2_19-98,Ly6,multimere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0AA97JS18_IPR045860_1_13-100,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA97KFU8_IPR045860_1_121-207,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AAD1T6H3_IPR016054_1_20-110,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD1W471_IPR045860_1_20-112,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD1WR43_IPR016054_4_356-450,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD3N3L7_IPR045860_1_20-124,none,monomere,Chordata (phylum),Actinopteri (class),Centropomidae (family),95-117
A0AAD4JZ13_IPR045860_1_1-97,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0AAD5KWC2_IPR045860_1_21-119,none,monomere,Arthropoda (phylum),Branchiopoda (class),Branchiopoda (class),95-117
A0AAD6FNR0_IPR045860_1_30-128,none,monomere,Chordata (phylum),Actinopteri (class),Percomorphaceae (clade),95-117
A0AAD7T6V1_IPR045860_1_12-78,none,monomere,Chordata (phylum),Actinopteri (class),Notacanthiformes (order),50-72
A0AAD9JQH5_IPR045860_1_39-111,none,multimere,Annelida (phylum),Polychaeta (class),Terebellida (order),72-95
A0AAD9NWP1_IPR045860_1_38-137,none,monomere,Annelida (phylum),Polychaeta (class),Sabellida (order),95-117
A0AAD9QQZ4_IPR045860_1_18-112,none,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0AAE0S834_IPR045860_1_222-317,SPF,monomere,Mollusca (phylum),Bivalvia (class),Unionida (order),95-117
A0AAE1K3F5_IPR045860_1_59-138,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),72-95
A0AAF3ERN1_IPR045860_1_16-105,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAF5D3Y7_IPR045860_1_23-81,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0AAJ7L7I7_IPR045860_1_35-143,none,monomere,Arthropoda (phylum),Arachnida (class),Mesostigmata (order),95-117
A0AAJ7X525_IPR045860_1_21-102,none,monomere,Chordata (phylum),Hyperoartia (class),Petromyzontiformes (order),72-95
A0AAN4ZRF4_IPR045860_1_23-98,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAN5DHE2_IPR045860_1_11-82,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0AAN8FBW2_IPR045860_1_24-137,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0AAN9BX42_IPR045860_1_3-98,none,monomere,Mollusca (phylum),Gastropoda (class),Littorinimorpha (order),95-117
A0AAN9GM40_IPR045860_1_21-108,none,monomere,Mollusca (phylum),Gastropoda (class),Littorinimorpha (order),72-95
A0AAQ6IRA5_IPR016054_2_89-156,Ly6,multimere,Chordata (phylum),Actinopteri (class),Anabantiformes (order),72-95
A0AAU7YFY3_IPR045860_1_55-122,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),50-72
A0AAU9X8R7_IPR016054_2_115-214,Ly6,multimere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0AAU9XRL6_IPR045860_1_17-119,none,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0AAV1GMB1_IPR045860_1_18-100,none,monomere,Chordata (phylum),Actinopteri (class),Euacanthomorphacea (clade),72-95
A0AAV1PXF2_IPR016054_3_115-203,Ly6,multimere,Chordata (phylum),Actinopteri (class),Scombriformes (order),72-95
A0AAV2A3K3_IPR045860_1_4-102,none,monomere,Arthropoda (phylum),Arachnida (class),Araneae (order),95-117
A0AAV2L503_IPR045860_1_22-99,none,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAV2SGW7_IPR045860_1_24-121,none,monomere,Arthropoda (phylum),Malacostraca (class),Euphausiacea (order),95-117
A0AAV2ZKP5_IPR045860_3_76-169,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV4J1M4_IPR045860_1_38-140,none,monomere,Mollusca (phylum),Gastropoda (class),Plakobranchidae (family),95-117
A0AAV4WJW2_IPR045860_1_31-128,none,monomere,Arthropoda (phylum),Arachnida (class),Araneae (order),95-117
A0AAV5WTA9_IPR045860_1_11-99,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAV6G8H9_IPR045860_1_13-75,none,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),50-72
A0AAV6YQA4_IPR045860_1_1-80,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV6Z3Z7_IPR045860_2_117-200,mixture,mixture,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV6ZQN0_IPR045860_1_156-236,none,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV6ZZZ2_IPR045860_2_25-110,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV7Q087_IPR045860_2_18-104,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0AAV7R147_IPR045860_1_89-171,none,monomere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0AAV7V5G5_IPR045860_1_8-98,Ly6,mixture,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0AAV9RYW7_IPR045860_1_20-139,none,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),117-140
A0AAW0N0A7_IPR045860_1_120-190,Ly6,multimere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAW0PJY9_IPR045860_1_11-87,none,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAW0U0Y4_IPR045860_1_59-142,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),72-95
A0AAW1UVU2_IPR045860_1_22-105,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0AAW1ZZM5_IPR045860_1_18-92,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0AAW2IF51_IPR031424_1_27-123,none,monomere,Arthropoda (phylum),Insecta (class),Psocodea (order),95-117
A0AAX7UY42_IPR016054_1_23-116,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cichliformes (order),72-95
A0AAY3ZU95_IPR045860_1_25-113,none,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),72-95
A0AAZ1XK19_IPR045860_1_20-110,Ly6,monomere,Chordata (phylum),Actinopteri (class),Percomorphaceae (clade),72-95
A0ABD0K6V8_IPR045860_1_1-86,none,monomere,Mollusca (phylum),Gastropoda (class),Batillariidae (family),72-95
A0ABD0WIS5_IPR045860_1_18-105,mixture,monomere,Chordata (phylum),Actinopteri (class),Esociformes (order),72-95
A0ABD0Z9U9_IPR045860_1_12-108,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0ABD2CH29_IPR045860_1_58-170,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),95-117
A0ABD3UZN5_IPR045860_1_23-115,none,monomere,Mollusca (phylum),Bivalvia (class),Unionida (order),72-95
A0ABD6E9M7_IPR045860_1_15-94,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
B0WXR6_IPR045860_1_74-131,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),50-72
D6WNI4_IPR045860_1_5-84,Ly6,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
E3N744_IPR045860_1_10-84,mixture,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
F4WUT6_IPR045860_1_5-83,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),72-95
F6SS18_IPR045860_1_397-481,none,monomere,Chordata (phylum),Ascidiacea (class),Phlebobranchia (order),72-95
G1T8J1_IPR016054_1_21-115,Ly6,monomere,Chordata (phylum),Mammalia (class),Lagomorpha (order),95-117
G3VSL7_IPR016054_1_235-305,Ly6,multimere,Chordata (phylum),Mammalia (class),Dasyuromorphia (order),50-72
H2YRT2_IPR045860_1_20-111,Ly6,monomere,Chordata (phylum),Ascidiacea (class),Phlebobranchia (order),72-95
H3DPZ2_IPR045860_1_1-112,none,monomere,Chordata (phylum),Actinopteri (class),Euacanthomorphacea (clade),117-140
H9G8Z4_IPR045860_2_110-159,none,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
M7B060_IPR045860_1_30-112,none,monomere,Chordata (phylum),Testudines (order),Testudines (order),72-95
M9T271_IPR045860_1_15-79,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
P01386_IPR045860_1_1-73,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
P24778_IPR045860_1_1-62,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
P86097_IPR045860_1_1-60,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
Q09EF2_IPR045860_1_39-107,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
Q19249_IPR045860_1_15-97,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
Q4FAE1_IPR045860_2_113-189,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
Q53B55_IPR045860_1_13-94,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
Q64253_IPR016054_1_27-118,mostly_Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
Q91882_IPR045860_1_24-101,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
Q9PWI4_IPR016054_1_20-116,none,mixture,Chordata (phylum),Lepidosauria (class),Squamata (order),95-117
R4G2M0_IPR045860_1_12-79,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
R4GAM2_IPR016054_1_234-289,Ly6,mixture,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
R7V0U2_IPR045860_1_51-167,none,monomere,Annelida (phylum),Polychaeta (class),Capitellidae (family),95-117
T1F491_IPR045860_1_11-97,none,monomere,Annelida (phylum),Clitellata (class),Rhynchobdellida (order),72-95
T1J6C3_IPR045860_1_11-91,Ly6,monomere,Arthropoda (phylum),Chilopoda (class),Geophilomorpha (order),72-95
U3JN66_IPR045860_1_16-74,none,mixture,Chordata (phylum),Euteleostomi (clade),Euteleostomi (clade),50-72
V4A012_IPR045860_1_25-115,none,monomere,Mollusca (phylum),Gastropoda (class),Lottiidae (family),72-95
V9NJE5_IPR045860_1_15-99,none,monomere,Chordata (phylum),Chondrichthyes (class),Orectolobiformes (order),72-95
W5MCJ5_IPR016054_1_20-106,Ly6,multimere,Chordata (phylum),Actinopteri (class),Semionotiformes (order),72-95
W5NTR4_IPR045860_1_33-127,Ly6,monomere,Chordata (phylum),Mammalia (class),Artiodactyla (order),95-117
A0ABD2F034_IPR026524_1_1-71,mixture,monomere,Chordata (phylum),Mammalia (class),Boreoeutheria (clade),72-95
A0A087TWU8_IPR031424_1_25-118,none,monomere,Arthropoda (phylum),Arachnida (class),Araneae (order),72-95
A0A0C5B2S9_IPR031424_1_14-112,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A0K0F403_IPR031424_1_22-111,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0K8UY50_IPR031424_1_24-124,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A0L7R412_IPR031424_1_14-136,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),117-140
A0A0V0YD02_IPR031424_1_23-132,mixture,monomere,Nematoda (phylum),Enoplea (class),Trichinellida (order),95-117
A0A1B0CML5_IPR031424_1_22-129,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1B6EBK2_IPR031424_1_23-120,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0A1D1VGV8_IPR031424_1_79-178,Quiver,monomere,Tardigrada (phylum),Eutardigrada (class),Parachela (order),95-117
A0A1E1WUT8_IPR031424_1_29-145,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A1I8GYZ1_IPR031424_1_1986-2079,mixture,monomere,Platyhelminthes (phylum),Rhabditophora (class),Macrostomida (order),72-95
A0A1J1IRH0_IPR031424_1_25-139,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1W0WRI5_IPR031424_1_26-117,none,monomere,Tardigrada (phylum),Eutardigrada (class),Parachela (order),72-95
A0A1Y1LKZ3_IPR031424_1_38-138,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A210Q5L8_IPR031424_1_24-109,Quiver,monomere,Mollusca (phylum),Bivalvia (class),Pectinida (order),72-95
A0A226E8M1_IPR031424_1_26-153,none,monomere,Arthropoda (phylum),Collembola (class),Entomobryomorpha (order),117-140
A0A336M020_IPR031424_1_35-149,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A3S1BWS5_IPR031424_1_28-125,mixture,monomere,Mollusca (phylum),Gastropoda (class),Plakobranchidae (family),95-117
A0A653BUM3_IPR031424_1_40-127,Quiver,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A6G0TBQ7_IPR031424_1_25-186,mixture,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),162-185
A0A6J2T4X2_IPR031424_1_20-104,none,monomere,unknown,unknown,unknown,72-95
A0A6P8XQX1_IPR031424_1_22-118,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A7J7K4E3_IPR031424_1_42-120,none,monomere,Bryozoa (phylum),Gymnolaemata (class),Cheilostomatida (order),72-95
A0A7R8VSY6_IPR031424_1_3-93,mixture,monomere,Arthropoda (phylum),Insecta (class),Phasmatodea (order),72-95
A0A818KK65_IPR031424_1_135-235,Quiver,multimere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),95-117
A0A8B6CKF0_IPR031424_1_23-146,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),117-140
A0A8B7YYA3_IPR031424_1_27-153,mixture,monomere,Echinodermata (phylum),Asteroidea (class),Valvatida (order),117-140
A0A8J2MGA1_IPR031424_1_34-129,Quiver,monomere,Arthropoda (phylum),Collembola (class),Symphypleona (order),95-117
A0A8S4PUQ9_IPR031424_1_21-127,Quiver,monomere,Annelida (phylum),Polychaeta (class),Sabellida (order),95-117
A0A9D3YXJ6_IPR031424_1_25-97,none,monomere,Mollusca (phylum),Bivalvia (class),Myida (order),72-95
A0A9D4NT18_IPR031424_1_13-131,none,monomere,Arthropoda (phylum),Arachnida (class),Sarcoptiformes (order),117-140
A0A9N9RSN5_IPR031424_1_25-119,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A9N9WRV6_IPR031424_1_23-109,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A9Q0MFS0_IPR031424_1_26-95,none,monomere,Arthropoda (phylum),Arachnida (class),Sarcoptiformes (order),50-72
A0AA36AV72_IPR031424_1_30-87,none,monomere,Mollusca (phylum),Cephalopoda (class),Octopoda (order),50-72
A0AA38HY41_IPR031424_1_139-222,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0AAD4PKU5_IPR031424_1_28-135,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0AAD7ZWC7_IPR031424_1_8-128,none,monomere,Arthropoda (phylum),Insecta (class),Blattodea (order),117-140
A0AAD9K860_IPR031424_1_25-121,none,monomere,Annelida (phylum),Polychaeta (class),Terebellida (order),95-117
A0AAE0TKB2_IPR031424_1_24-105,mixture,monomere,Mollusca (phylum),Bivalvia (class),Unionida (order),72-95
A0AAF3JAZ3_IPR031424_1_19-114,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0AAJ7BM76_IPR031424_1_78-166,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),72-95
A0AAN9VY26_IPR031424_1_33-115,none,monomere,Arthropoda (phylum),Insecta (class),Orthoptera (order),72-95
A0AAU9FJB4_IPR031424_1_24-125,mixture,mixture,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0AAV1M3X5_IPR031424_1_26-130,Quiver,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0AAV4FNR0_IPR031424_1_25-91,none,monomere,Mollusca (phylum),Gastropoda (class),Plakobranchidae (family),50-72
A0AAV8Y571_IPR031424_1_11-107,mixture,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
T1IWT8_IPR031424_1_133-218,none,multimere,Arthropoda (phylum),Chilopoda (class),Geophilomorpha (order),72-95
V3ZJ60_IPR031424_1_23-119,Quiver,monomere,Mollusca (phylum),Gastropoda (class),Lottiidae (family),95-117
W6UG94_IPR031424_1_24-92,none,monomere,Platyhelminthes (phylum),Cestoda (class),Cyclophyllidea (order),50-72
A0A8M1FML9_IPR051445_1_18-83,none,monomere,Chordata (phylum),Mammalia (class),Carnivora (order),50-72
A0A2K5DR47_IPR016054_1_46-124,Ly6,monomere,Chordata (phylum),Mammalia (class),Euarchontoglires (superorder),72-95
A0A8C6MSX4_IPR016054_1_28-113,mixture,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A8I3N9M1_IPR016054_1_42-117,mostly_Ly6,monomere,Chordata (phylum),Mammalia (class),Boreoeutheria (clade),72-95
A0AAW1EVL5_IPR016054_1_20-103,Ly6,monomere,Chordata (phylum),Actinopteri (class),Perciformes (order),72-95
Cpun_3ftx_Quiver_UPAR-like_3_OZ222542.1,Quiver,multimere,unknown,unknown,unknown,50-72
Rimm_3FTx-structure-like_1_JAHWFO010061155.1,manually_annotated,monomere,unknown,unknown,unknown,117-140
Rimm_3ftx_Quiver_UPAR-like_1_JAHWFO010072354.1,Quiver,monomere,unknown,unknown,unknown,95-117
A0A6P8EU79_IPR039457_1_102-265,Ly6,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),162-185
A0A7K6BJP4_IPR039457_1_2-130,none,monomere,Chordata (phylum),Aves (class),Passeriformes (order),117-140
A0A7R9G4N8_IPR039457_1_19-129,Ly6,monomere,Arthropoda (phylum),Insecta (class),Phasmatodea (order),95-117
A0A9D4CTV4_IPR039457_1_15-93,none,monomere,Mollusca (phylum),Bivalvia (class),Myida (order),72-95
A0AAD9N812_IPR039457_1_2-95,none,monomere,Annelida (phylum),Polychaeta (class),Terebellida (order),72-95
A0AAN9WAI1_IPR039457_1_6-85,none,monomere,Arthropoda (phylum),Insecta (class),Orthoptera (order),72-95
A0ABC9X224_IPR039457_1_4-168,mixture,monomere,Chordata (phylum),Aves (class),Aves (class),140-162
A0A060YRI5_IPR045860_1_10-84,mixture,monomere,Chordata (phylum),Actinopteri (class),Salmoniformes (order),72-95
A0A067RK03_IPR045860_1_23-104,Quiver,monomere,Arthropoda (phylum),Insecta (class),Blattodea (order),72-95
A0A077ZE94_IPR045860_1_102-202,none,monomere,Nematoda (phylum),Enoplea (class),Trichinellida (order),95-117
A0A091DRB1_IPR016054_3_243-302,mixture,multimere,Chordata (phylum),Mammalia (class),Rodentia (order),50-72
A0A0A0QTG2_IPR045860_2_116-195,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0A0A9WYG5_IPR045860_1_29-125,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0A0B1TTD3_IPR045860_2_19-94,none,mixture,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0C2GZC8_IPR045860_1_18-102,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0D8XIH5_IPR045860_1_10-69,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A0M3IEM9_IPR045860_1_11-115,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A0N1PIF7_IPR045860_1_2-80,Quiver,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0A0N4X9U5_IPR045860_1_14-96,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0N5BF53_IPR045860_1_5-59,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A0Q3LSC8_IPR045860_1_2-82,none,monomere,Chordata (phylum),Aves (class),Psittaciformes (order),72-95
A0A0V1MK07_IPR045860_1_23-126,none,monomere,Nematoda (phylum),Enoplea (class),Trichinellida (order),95-117
A0A125S9K6_IPR045860_2_116-200,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0A140TAE8_IPR026524_2_1-217,none,multimere,Chordata (phylum),Mammalia (class),Rodentia (order),207-230
A0A151M3Z5_IPR045860_6_778-856,Ly6,multimere,Chordata (phylum),Crocodylia (order),Crocodylia (order),72-95
A0A182DZD6_IPR045860_1_27-76,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A182IKW3_IPR045860_1_62-131,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),50-72
A0A182Y080_IPR045860_1_31-136,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A183IC98_IPR045860_1_104-159,none,monomere,Nematoda (phylum),Enoplea (class),Dioctophymatida (order),50-72
