Entry	Organism (ID)	InterPro	Pfam	Protein names
A0A673X3Q0	8032	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6
A0A673X6M6	8032	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6B
A0A673XXI2	8032	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 molecule (CD59 blood group) a
A0A673YHU8	8032	IPR016054;IPR045860;	PF00021;	LY6/PLAUR domain containing 1
A0A673YNH5	8032	IPR045860;		LY6/PLAUR domain containing 1
A0A673YZR7	8032	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A673ZG28	8032	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A674AIH2	8032	IPR016054;IPR045860;	PF00021;	LY6/PLAUR domain containing 1
A0A674BHD2	8032	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A674BIA3	8032	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A674BJD9	8032	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674BPC1	8032	IPR045860;		CD59 glycoprotein-like
A0A674C273	8032	IPR045860;		Lymphocyte antigen 97, tandem duplicate 3
A0A674C6R3	8032	IPR045860;IPR035076;	PF00087;	Si:ch211-113d22.2
A0A674C8C4	8032	IPR045860;IPR035076;	PF00087;	Si:ch211-113d22.2
A0A674CHP4	8032	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674D664	8032	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A674DA09	8032	IPR045860;IPR035076;	PF00087;	CD59 glycoprotein-like
A0A674DTA7	8032	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6
A0A674EDK2	8032	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674EEV2	8032	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A674EJA0	8032	IPR016054;IPR045860;	PF00021;	Prostate stem cell antigen-like
A0A674EJB1	8032	IPR016054;IPR045860;	PF00021;	Prostate stem cell antigen-like
A0A674EK26	8032	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674EKK0	8032	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A674EKK5	8032	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674EMR7	8032	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674EN25	8032	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	LY6/PLAUR domain containing 2
A0A674EN82	8032	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674F547	8032	IPR045860;IPR035076;	PF00087;	Si:ch211-113d22.2
A0A674F626	8032	IPR045860;IPR035076;	PF00087;	Si:ch211-113d22.2
A0A674H0H9	59729	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674H6K9	59729	IPR045860;		Membrane attack complex inhibition factor
A0A674H8U9	59729	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like
A0A674HD19	59729	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6B
A0A674HGK7	59729	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674HTF5	2587831	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A674HVT0	2587831	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674HWZ6	2587831	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674HXA1	2587831	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674HXM3	2587831	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	LY6/PLAUR domain containing 2
A0A674IGQ7	2587831	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A674IPM0	2587831	IPR045860;		Membrane attack complex inhibition factor
A0A674IRP6	2587831	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 molecule (CD59 blood group)
A0A674IVP4	2587831	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674J1V5	2587831	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A674J2S9	2587831	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674J9W8	2587831	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A674JAD0	2587831	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6B
A0A674JG44	2587831	IPR016054;IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6
A0A674JHL8	2587831	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6B
A0A674JXE4	2587831	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A674K133	2587831	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A674K276	2587831	IPR045860;IPR046354;IPR035076;	PF00087;	Sperm acrosome membrane-associated protein 4-like
A0A674MB86	31033	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A674MPZ4	31033	IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D
A0A674NAR6	31033	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674NC48	31033	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674NLE2	31033	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674NP42	31033	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A674NWW4	31033	IPR045860;		Uncharacterized protein
A0A674P419	31033	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome associated 4 like
A0A674P682	31033	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6
A0A674PB66	31033	IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D
A0A674PBS2	31033	IPR016054;IPR045860;	PF00021;	Ly-6/neurotoxin-like protein 1
A0A674PEQ5	31033	IPR045860;		UPAR/Ly6 domain-containing protein
A0A674PRK5	31033	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein-like
A0A6A0GNX7	294128	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6A0GXP2	294128	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6A0H7T5	294128	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A1Q9X7	9770	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6A1QF19	9770	IPR051899;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4II55	248454	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6A4IMS1	248454	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6A4INF3	248454	IPR045860;		Uncharacterized protein
A0A6A4INX2	248454	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4ITQ4	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4J1W8	248454	IPR031424;	PF17064;	Uncharacterized protein
A0A6A4J930	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4JC18	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4JWM0	248454	IPR039457;IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A6A4JWQ6	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4JX89	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4K0T2	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4K4F5	248454	IPR050975;IPR045860;		Protein sleepless
A0A6A4K732	248454	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4K945	248454	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4KLE7	248454	IPR031424;	PF17064;	Protein sleepless
A0A6A4RMW4	52904	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A6A4RQR6	52904	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4RVJ3	52904	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4RX79	52904	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6A4RYW9	52904	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4S1H5	52904	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4S511	52904	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A4T8Y7	52904	IPR045860;		Uncharacterized protein
A0A6A4TA03	52904	IPR045860;		Uncharacterized protein
A0A6A4TEZ0	52904	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A4UY48	1232801	IPR031424;	PF17064;	Uncharacterized protein
A0A6A4UZH6	1232801	IPR045860;		Protein quiver
A0A6A4V6J5	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4VAV1	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4VE99	1232801	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A6A4VEB1	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4VM60	1232801	IPR031424;	PF17064;	Uncharacterized protein
A0A6A4VRB7	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4VT56	1232801	IPR045860;		Protein quiver
A0A6A4VUF7	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4VVR2	1232801	IPR045860;		Uncharacterized protein
A0A6A4W2C1	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4W4T4	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4W625	1232801	IPR045860;		Protein quiver
A0A6A4W6Q9	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4W7X8	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4WF08	1232801	IPR031424;	PF17064;	Protein sleepless
A0A6A4WIV1	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4WLQ7	1232801	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A4WNE0	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4WSM4	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4WTC2	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4WYH6	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A4XAD5	1232801	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6A4XCK3	1232801	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6A5DHU2	6185	IPR045860;		Uncharacterized protein
A0A6A5DTM2	8168	IPR039457;IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A6A5DZ93	6185	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6A5DZM8	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5E085	8168	IPR045860;IPR015013;	PF08917;	Transforming growth factor beta receptor 2 ectodomain domain-containing protein
A0A6A5E0N6	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5E0Y4	8168	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6A5E1U4	8168	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5E1V6	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5EFC8	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5EG56	8168	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5EH88	8168	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5EPC2	8168	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5EX85	8168	IPR018363;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6A5EZW1	8168	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5F0Q3	8168	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5F1M5	8168	IPR050918;IPR045860;		Uncharacterized protein
A0A6A5F3X7	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5F420	8168	IPR050918;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5F4Z5	8168	IPR045860;		CD59 glycoprotein-like
A0A6A5F7C1	8168	IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5F866	8168	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A6A5F8R9	8168	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6A5FAQ4	8168	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6A5FEH9	8168	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5FZ31	31234	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A6A5G115	31234	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A6A5G5W4	31234	IPR010558;IPR045860;	PF06579;	Uncharacterized protein
A0A6A5G6V9	31234	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5GE48	31234	IPR031424;	PF17064;	UPAR/Ly6 domain-containing protein
A0A6A5GPW6	31234	IPR045860;		Activin types I and II receptor domain-containing protein
A0A6A5GVF8	31234	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6A5HDZ5	31234	IPR031424;	PF17064;	Protein sleepless
A0A6A5HHN1	31234	IPR045860;		Uncharacterized protein
A0A6A5HSE7	31234	IPR045860;		Uncharacterized protein
A0A6A5HT37	31234	IPR045860;		Activin types I and II receptor domain-containing protein
A0A6A5HTN9	31234	IPR045860;		Activin_recp domain-containing protein
A0A6B0RLU2	72004	IPR050918;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6B0RU91	72004	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6B0RUV3	72004	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6B0RVJ7	72004	IPR018363;IPR016054;IPR045860;IPR052874;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6B0RXW7	72004	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6B0RZ01	72004	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A6B0S2K7	72004	IPR018363;IPR016054;IPR045860;IPR052874;		UPAR/Ly6 domain-containing protein
A0A6B0S4T1	72004	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A6B0S6F5	72004	IPR016054;IPR026110;	PF00021;	Lymphocyte antigen 6 complex locus protein G5c
A0A6B0SAT3	72004	IPR051899;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6B0SBI0	72004	IPR038773;		Lymphocyte antigen 6 complex locus protein G5c
A0A6B0SE88	72004	IPR016054;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6B0SIQ2	72004	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6B2E660	1109342	IPR031424;IPR050975;	PF17064;	Putative conserved secreted protein
A0A6B2E6C7	1109342	IPR031424;IPR050975;	PF17064;	Putative conserved secreted protein
A0A6B2E8P0	1109342	IPR031424;IPR050975;	PF17064;	Putative conserved secreted protein
A0A6B2E8Y3	1109342	IPR031424;IPR050975;IPR045860;	PF17064;	Putative conserved secreted protein
A0A6B2E9J9	1109342	IPR051110;IPR045860;		Putative conserved secreted protein
A0A6B2EFY4	1109342	IPR031424;IPR050975;IPR045860;	PF17064;	Putative secreted protein
A0A6B2F1P3	88079	IPR050918;IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6B2FBT5	1766655	IPR050918;IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6D2VTW0	9598	IPR016054;IPR029691;	PF00021;	PATE2 isoform 2
A0A6D2VUI5	9598	IPR039457;IPR045860;	PF16975;	LYPD6B isoform 3 (LYPD6B isoform 4)
A0A6D2VW74	9598	IPR016054;IPR045860;IPR046354;	PF00021;	SPACA4 isoform 1
A0A6D2VZ55	9598	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	LY6E isoform 14 (LY6E isoform 2) (LY6E isoform 3) (LY6E isoform 4) (LY6E isoform 5) (LY6E isoform 7) (LY6E isoform 9)
A0A6D2WAS5	9598	IPR016054;	PF00021;	PATE1 isoform 1 (PATE1 isoform 2)
A0A6D2WPM3	9598	IPR016054;IPR045860;	PF00021;	PATE4 isoform 2
A0A6D2WTN8	9598	IPR016054;IPR029691;	PF00021;	PATE2 isoform 1
A0A6D2WW61	9598	IPR051110;IPR016054;IPR045860;	PF00021;	SLURP1 isoform 1
A0A6D2X5X8	9598	IPR045860;IPR052874;IPR035076;	PF00087;	LY6K isoform 1
A0A6D2X8E0	9598	IPR045860;IPR052874;IPR035076;	PF00087;	LY6K isoform 2
A0A6D2X9M8	9598	IPR016054;IPR039237;IPR045860;	PF00021;	LY6G6C isoform 1
A0A6D2XB85	9598	IPR016054;IPR045860;	PF00021;	LYPD1 isoform 1
A0A6D2XER9	9598	IPR039457;IPR045860;	PF16975;	LYPD6 isoform 1 (LYPD6 isoform 2)
A0A6D2XIQ3	9598	IPR018363;IPR016054;IPR042339;IPR045860;IPR035076;	PF00087;	LY6D isoform 1
A0A6D2XM45	9598	IPR016054;IPR051445;IPR045860;	PF00021;	LY6H isoform 1 (LY6H isoform 2)
A0A6D2XN49	9601	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	LY6E isoform 14 (LY6E isoform 2) (LY6E isoform 3) (LY6E isoform 4) (LY6E isoform 5) (LY6E isoform 7) (LY6E isoform 9)
A0A6D2XRE3	9598	IPR051110;IPR045860;IPR035076;	PF00087;	LY6E isoform 13
A0A6D2XZ90	9598	IPR016054;	PF00021;	PATE3 isoform 1
A0A6D2Y0K5	9598	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	LYPD2 isoform 1
A0A6D2Y2T5	9598	IPR018363;IPR016054;IPR045860;IPR052874;	PF00021;	GML isoform 2
A0A6D2Y691	9601	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6 (LYPD6 isoform 1) (LYPD6 isoform 2)
A0A6D2Y6F6	9598	IPR016054;IPR051445;IPR045860;	PF00021;	LY6L isoform 1
A0A6D2Y970	9598	IPR039457;IPR045860;	PF16975;	LYPD6B isoform 11
A0A6D2Y997	9598	IPR016054;IPR045860;	PF00021;	PATE4 isoform 1
A0A6E8V810	1518534	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6E8VBH2	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8VRY2	1518534	IPR051110;IPR045860;		Protein quiver
A0A6E8VTW6	1518534	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6E8VUF3	1518534	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6E8VVT9	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8VVV8	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8VWJ5	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8VXL4	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8W4Z0	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8W585	1518534	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6E8WAH5	1518534	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A6F8ZT27	861768	IPR045860;		Uncharacterized protein
A0A6F8ZWG0	861768	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6F9A8Q8	861768	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6F9AAQ0	861768	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6F9AC85	861768	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9ACG8	861768	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9AF12	861768	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6F9AFT9	861768	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9AJV7	861768	IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6F9AT31	861768	IPR045860;		CD59 glycoprotein-like
A0A6F9AWI3	861768	IPR045860;		Uncharacterized protein
A0A6F9AWT3	861768	IPR045860;		LY6/PLAUR domain containing 1
A0A6F9AY80	861768	IPR039457;IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A6F9BBS9	861768	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9BFV0	861768	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6F9BQN0	861768	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6F9BT59	861768	IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A6F9BTH6	861768	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9CGU6	861768	IPR018363;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6F9CPL4	861768	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A6F9CQU1	861768	IPR045860;		Uncharacterized protein
A0A6F9CR25	861768	IPR009072;IPR007125;IPR000164;IPR016054;IPR045860;	PF00125;PF00021;	UPAR/Ly6 domain-containing protein
A0A6F9CRU5	861768	IPR045860;		Uncharacterized protein
A0A6F9CXV6	861768	IPR045860;		UPAR/Ly6 domain-containing protein
A0A6F9DJJ4	59560	IPR050975;IPR045860;		Uncharacterized protein LOC101242363
A0A6G0HI44	215358	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A6G0ITJ9	215358	IPR050918;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6G0TKG0	307491	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6G0TSS9	307491	IPR039457;IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A6G0UEL4	2598192	IPR045860;		Activin types I and II receptor domain-containing protein
A0A6G0UGY3	2598192	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6G0Y7C5	307492	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6G0YB70	307492	IPR031424;IPR050975;	PF17064;	Protein retroactive
A0A6G0YID2	307492	IPR031424;	PF17064;	Protein sleepless
A0A6G0YPW1	307492	IPR031424;IPR050975;	PF17064;	ACYPI003247 protein
A0A6G0YQ80	307492	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A6G0YW78	307492	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A6G0Z012	307492	IPR031424;IPR050975;	PF17064;	Salivary protein MYS2
A0A6G0Z0E6	307492	IPR031424;IPR050975;	PF17064;	ACYPI002217 protein
A0A6G0Z1Y9	307492	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver-like
A0A6G0Z7J6	307492	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B-like
A0A6G0ZGM1	307492	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A6G1PD88	215402	IPR045860;		Uncharacterized protein
A0A6G1PD89	215402	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A6G1PDF2	215402	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A6G1PDS7	215402	IPR045860;		Ly6/PLAUR domain-containing protein 1 putative HeLa tumor suppressor
