protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0A7K9VP29,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),112,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VP32,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),104,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VP44,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),104,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VP98,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),118,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VPF8,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),108,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VPG9,Snake toxin/toxin-like domain-containing protein,Anseranas semipalmata (Magpie goose),78,8851.0,IPR035076,IPR045860,,
A0A7K9VR18,Activin types I and II receptor domain-containing protein,Rhipidura dahli,106,667186.0,IPR045860,,,
A0A7K9VRJ9,Serine/threonine-protein kinase receptor,Rhipidura dahli,503,667186.0,IPR045860,,,
A0A7K9VV65,Activin receptor type-2B,Rhipidura dahli,98,667186.0,IPR045860,,,
A0A7K9VXL1,BMP and activin membrane-bound inhibitor homolog,Rhipidura dahli,236,667186.0,IPR045860,,,
A0A7K9VYT3,Snake toxin/toxin-like domain-containing protein,Rhipidura dahli,78,667186.0,IPR035076,IPR045860,,
A0A7K9VYT8,UPAR/Ly6 domain-containing protein,Rhipidura dahli,103,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9VYU1,UPAR/Ly6 domain-containing protein,Rhipidura dahli,109,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9VYX2,Snake toxin/toxin-like domain-containing protein,Rhipidura dahli,85,667186.0,IPR035076,IPR045860,,
A0A7K9VZ31,UPAR/Ly6 domain-containing protein,Rhipidura dahli,112,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9VZ67,UPAR/Ly6 domain-containing protein,Rhipidura dahli,104,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9VZ82,UPAR/Ly6 domain-containing protein,Rhipidura dahli,118,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9VZP1,UPAR/Ly6 domain-containing protein,Rhipidura dahli,107,667186.0,IPR016054,IPR035076,IPR045860,
A0A7K9W1L7,receptor protein serine/threonine kinase,Rhipidura dahli,507,667186.0,IPR045860,,,
A0A7K9W468,LYPD6 protein,Rhipidura dahli,79,667186.0,IPR039457,IPR045860,,
A0A7K9W4F8,Bone morphogenetic protein receptor type-2,Rhipidura dahli,1023,667186.0,IPR045860,,,
A0A7K9W4M2,LPD6B protein,Rhipidura dahli,156,667186.0,IPR039457,IPR045860,,
A0A7K9W6G8,CD59 glycoprotein,Rhipidura dahli,117,667186.0,IPR016054,IPR045860,,
A0A7K9WCY4,Serine/threonine-protein kinase receptor,Rhipidura dahli,529,667186.0,IPR045860,,,
A0A7K9WKT2,AMHR2 protein,Rhipidura dahli,106,667186.0,IPR045860,,,
A0A7K9WMU4,PLIGB inhibitor,Rhipidura dahli,210,667186.0,IPR016054,IPR045860,,
A0A7K9WP58,UPAR/Ly6 domain-containing protein,Rhipidura dahli,146,667186.0,IPR016054,IPR045860,,
A0A7K9X4S5,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),125,54359.0,IPR016054,IPR045860,,
A0A7K9X517,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),104,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X555,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),126,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X587,Snake toxin/toxin-like domain-containing protein,Psophia crepitans (common trumpeter),86,54359.0,IPR035076,IPR045860,,
A0A7K9X5A1,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),118,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X5B0,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),91,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X6A7,Snake toxin/toxin-like domain-containing protein,Psophia crepitans (common trumpeter),78,54359.0,IPR035076,IPR045860,,
A0A7K9X6M5,PLIGB inhibitor,Psophia crepitans (common trumpeter),209,54359.0,IPR016054,IPR045860,,
A0A7K9X6V1,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),107,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X774,UPAR/Ly6 domain-containing protein,Psophia crepitans (common trumpeter),112,54359.0,IPR016054,IPR035076,IPR045860,
A0A7K9X8A2,Serine/threonine-protein kinase receptor,Psophia crepitans,480,54359.0,IPR045860,,,
A0A7K9X8L5,CD59 glycoprotein,Psophia crepitans (common trumpeter),117,54359.0,IPR016054,IPR045860,,
A0A7K9X9F2,Activin types I and II receptor domain-containing protein,Psophia crepitans,106,54359.0,IPR045860,,,
A0A7K9X9N0,LYPD6 protein,Psophia crepitans (common trumpeter),137,54359.0,IPR039457,IPR045860,,
A0A7K9XBA9,Serine/threonine-protein kinase receptor,Psophia crepitans,529,54359.0,IPR045860,,,
A0A7K9XBB3,LPD6B protein,Psophia crepitans (common trumpeter),156,54359.0,IPR039457,IPR045860,,
A0A7K9XBW1,BMP and activin membrane-bound inhibitor homolog,Psophia crepitans,236,54359.0,IPR045860,,,
A0A7K9XGD1,receptor protein serine/threonine kinase,Psophia crepitans,508,54359.0,IPR045860,,,
A0A7K9XM18,Bone morphogenetic protein receptor type-2,Psophia crepitans,1030,54359.0,IPR045860,,,
A0A7K9Y360,Serine/threonine-protein kinase receptor,Odontophorus gujanensis,557,886794.0,IPR045860,,,
A0A7K9Y665,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),104,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9Y6D4,Serine/threonine-protein kinase receptor,Odontophorus gujanensis,544,886794.0,IPR045860,,,
A0A7K9Y8L4,Serine/threonine-protein kinase receptor,Odontophorus gujanensis,475,886794.0,IPR045860,,,
A0A7K9YB97,Snake toxin/toxin-like domain-containing protein,Odontophorus gujanensis (marbled wood quail),78,886794.0,IPR035076,IPR045860,,
A0A7K9YH58,Activin receptor type-2B,Odontophorus gujanensis,107,886794.0,IPR045860,,,
A0A7K9YJC3,CD59 glycoprotein,Odontophorus gujanensis (marbled wood quail),117,886794.0,IPR016054,IPR045860,,
A0A7K9YNH8,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),146,886794.0,IPR016054,IPR045860,,
A0A7K9YP70,LPD6B protein,Odontophorus gujanensis (marbled wood quail),156,886794.0,IPR039457,IPR045860,,
A0A7K9YPC6,BMP and activin membrane-bound inhibitor homolog,Odontophorus gujanensis,241,886794.0,IPR045860,,,
A0A7K9YQG3,LYPD6 protein,Odontophorus gujanensis (marbled wood quail),158,886794.0,IPR039457,IPR045860,,
A0A7K9YQT2,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),98,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YQT7,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),110,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YQT8,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),128,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YR38,Activin types I and II receptor domain-containing protein,Odontophorus gujanensis,107,886794.0,IPR045860,,,
A0A7K9YR62,PINLY protein,Odontophorus gujanensis (marbled wood quail),209,886794.0,IPR016054,IPR045860,,
A0A7K9YTH8,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),106,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YTY9,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),112,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YV45,receptor protein serine/threonine kinase,Odontophorus gujanensis,508,886794.0,IPR045860,,,
A0A7K9YXP3,UPAR/Ly6 domain-containing protein,Odontophorus gujanensis (marbled wood quail),112,886794.0,IPR016054,IPR035076,IPR045860,
A0A7K9YXT7,Bone morphogenetic protein receptor type-2,Odontophorus gujanensis,1031,886794.0,IPR045860,,,
A0A7K9Z8A6,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,146,450177.0,IPR016054,IPR045860,,
A0A7K9ZBF2,CD59 glycoprotein,Dicrurus megarhynchus,117,450177.0,IPR016054,IPR045860,,
A0A7K9ZBT2,Serine/threonine-protein kinase receptor,Dicrurus megarhynchus,529,450177.0,IPR045860,,,
A0A7K9ZL90,Activin types I and II receptor domain-containing protein,Dicrurus megarhynchus,106,450177.0,IPR045860,,,
A0A7K9ZLE7,LPD6B protein,Dicrurus megarhynchus,156,450177.0,IPR039457,IPR045860,,
A0A7K9ZS79,Activin receptor type-2B,Dicrurus megarhynchus,98,450177.0,IPR045860,,,
A0A7K9ZSX3,receptor protein serine/threonine kinase,Dicrurus megarhynchus,497,450177.0,IPR045860,,,
A0A7K9ZT63,Bone morphogenetic protein receptor type-2,Dicrurus megarhynchus,1023,450177.0,IPR045860,,,
A0A7K9ZUK4,Serine/threonine-protein kinase receptor,Dicrurus megarhynchus,503,450177.0,IPR045860,,,
A0A7L0A2N6,PLIGB inhibitor,Dicrurus megarhynchus,210,450177.0,IPR016054,IPR045860,,
A0A7L0A4A3,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,112,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0A4F9,Snake toxin/toxin-like domain-containing protein,Dicrurus megarhynchus,78,450177.0,IPR035076,IPR045860,,
A0A7L0A4H9,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,109,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0A4K0,Snake toxin/toxin-like domain-containing protein,Dicrurus megarhynchus,86,450177.0,IPR035076,IPR045860,,
A0A7L0A4K9,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,104,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0A569,BMP and activin membrane-bound inhibitor homolog,Dicrurus megarhynchus,236,450177.0,IPR045860,,,
A0A7L0A7K0,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,107,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0AAC2,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,94,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0ADR1,receptor protein serine/threonine kinase,Ciconia maguari,508,52777.0,IPR045860,,,
A0A7L0AEU6,UPAR/Ly6 domain-containing protein,Ciconia maguari,108,52777.0,IPR016054,IPR035076,IPR045860,
A0A7L0AEX0,UPAR/Ly6 domain-containing protein,Ciconia maguari,112,52777.0,IPR016054,IPR035076,IPR045860,
A0A7L0AF24,Snake toxin/toxin-like domain-containing protein,Ciconia maguari,86,52777.0,IPR035076,IPR045860,,
A0A7L0AGI9,UPAR/Ly6 domain-containing protein,Dicrurus megarhynchus,109,450177.0,IPR016054,IPR035076,IPR045860,
A0A7L0AGM5,Snake toxin/toxin-like domain-containing protein,Ciconia maguari,78,52777.0,IPR035076,IPR045860,,
A0A7L0AGU2,UPAR/Ly6 domain-containing protein,Ciconia maguari,104,52777.0,IPR016054,IPR035076,IPR045860,
A0A7L0AH74,UPAR/Ly6 domain-containing protein,Ciconia maguari,107,52777.0,IPR016054,IPR035076,IPR045860,
A0A7L0AIF2,Snake toxin/toxin-like domain-containing protein,Ciconia maguari,108,52777.0,IPR035076,IPR045860,,
A0A7L0AKL0,UPAR/Ly6 domain-containing protein,Ciconia maguari,125,52777.0,IPR016054,IPR045860,,
A0A7L0AL03,UPAR/Ly6 domain-containing protein,Ciconia maguari,109,52777.0,IPR016054,IPR035076,IPR045860,
A0A7L0ALS9,Activin receptor type-1,Ciconia maguari,406,52777.0,IPR045860,,,
A0A7L0AN69,BMP and activin membrane-bound inhibitor homolog,Ciconia maguari,236,52777.0,IPR045860,,,
A0A7L0AW90,Activin types I and II receptor domain-containing protein,Ciconia maguari,106,52777.0,IPR045860,,,
A0A7L0AWI3,LPD6B protein,Ciconia maguari,156,52777.0,IPR039457,IPR045860,,
A0A7L0AX25,Bone morphogenetic protein receptor type-2,Ciconia maguari,1031,52777.0,IPR045860,,,
A0A7L0AXF9,receptor protein serine/threonine kinase,Ciconia maguari,535,52777.0,IPR045860,,,
A0A7L0B0M2,CD59 glycoprotein,Ciconia maguari,117,52777.0,IPR016054,IPR045860,,
A0A7L0B5P5,Serine/threonine-protein kinase receptor,Ciconia maguari,529,52777.0,IPR045860,,,
A0A7L0BA93,LYPD6 protein,Ciconia maguari,137,52777.0,IPR039457,IPR045860,,
A0A7L0BMZ3,receptor protein serine/threonine kinase,Spizaetus tyrannus,508,252798.0,IPR045860,,,
A0A7L0BQW7,Serine/threonine-protein kinase receptor,Spizaetus tyrannus,529,252798.0,IPR045860,,,
A0A7L0BR57,LPD6B protein,Spizaetus tyrannus (black hawk-eagle),156,252798.0,IPR039457,IPR045860,,
A0A7L0BU83,BMP and activin membrane-bound inhibitor homolog,Spizaetus tyrannus,243,252798.0,IPR045860,,,
A0A7L0BV05,LYPD6 protein,Spizaetus tyrannus (black hawk-eagle),162,,IPR039457,,,
A0A7L0BWX9,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),127,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0BWY3,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),101,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0BXI2,Bone morphogenetic protein receptor type-2,Spizaetus tyrannus,1031,252798.0,IPR045860,,,
A0A7L0BXR8,Activin types I and II receptor domain-containing protein,Spizaetus tyrannus,107,252798.0,IPR045860,,,
A0A7L0BY46,Snake toxin/toxin-like domain-containing protein,Spizaetus tyrannus (black hawk-eagle),78,252798.0,IPR035076,IPR045860,,
A0A7L0BY53,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),109,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0BZA8,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),104,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0BZB8,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),112,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0BZX4,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),125,252798.0,IPR016054,IPR045860,,
A0A7L0C1F1,CD59 protein,Spizaetus tyrannus,101,252798.0,IPR045860,,,
A0A7L0C3G3,Serine/threonine-protein kinase receptor,Spizaetus tyrannus,543,252798.0,IPR045860,,,
A0A7L0C5L2,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),88,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0C5Y0,Serine/threonine-protein kinase receptor,Spizaetus tyrannus,494,252798.0,IPR045860,,,
A0A7L0C9J9,PLIGB inhibitor,Spizaetus tyrannus (black hawk-eagle),209,252798.0,IPR016054,IPR045860,,
A0A7L0CCV4,Activin receptor type-2B,Spizaetus tyrannus,107,252798.0,IPR045860,,,
A0A7L0CDC3,UPAR/Ly6 domain-containing protein,Spizaetus tyrannus (black hawk-eagle),126,252798.0,IPR016054,IPR035076,IPR045860,
A0A7L0CXE6,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),146,118793.0,IPR016054,IPR045860,,
A0A7L0CXY1,Serine/threonine-protein kinase receptor,Rostratula benghalensis,556,118793.0,IPR045860,,,
A0A7L0D0T4,Activin receptor type-2B,Rostratula benghalensis,107,118793.0,IPR045860,,,
A0A7L0D1F2,Serine/threonine-protein kinase receptor,Rostratula benghalensis,529,118793.0,IPR045860,,,
A0A7L0D202,CD59 glycoprotein,Rostratula benghalensis (greater painted-snipe),117,118793.0,IPR016054,IPR045860,,
A0A7L0D6H0,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),89,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0D6X8,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),127,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0D7R7,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),109,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0D8F0,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),112,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0DAQ6,Serine/threonine-protein kinase receptor,Rostratula benghalensis,485,118793.0,IPR045860,,,
A0A7L0DBR7,Bone morphogenetic protein receptor type-2,Rostratula benghalensis,1027,118793.0,IPR045860,,,
A0A7L0DDU5,Activin types I and II receptor domain-containing protein,Rostratula benghalensis,107,118793.0,IPR045860,,,
A0A7L0DEC5,Snake toxin/toxin-like domain-containing protein,Rostratula benghalensis (greater painted-snipe),78,118793.0,IPR035076,IPR045860,,
A0A7L0DED4,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),87,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0DEY6,LYPD6 protein,Rostratula benghalensis (greater painted-snipe),137,118793.0,IPR039457,IPR045860,,
A0A7L0DHP3,BMP and activin membrane-bound inhibitor homolog,Rostratula benghalensis,261,118793.0,IPR045860,,,
A0A7L0DJG1,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),104,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0DJG3,UPAR/Ly6 domain-containing protein,Rostratula benghalensis (greater painted-snipe),127,118793.0,IPR016054,IPR035076,IPR045860,
A0A7L0DJV0,LPD6B protein,Rostratula benghalensis (greater painted-snipe),156,118793.0,IPR039457,IPR045860,,
A0A7L0DTE6,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),145,56311.0,IPR016054,IPR045860,,
A0A7L0DY52,BMP and activin membrane-bound inhibitor homolog,Trogon melanurus,236,56311.0,IPR045860,,,
A0A7L0DYK8,Bone morphogenetic protein receptor type-2,Trogon melanurus,1031,56311.0,IPR045860,,,
A0A7L0E503,Activin receptor type-1,Trogon melanurus,393,56311.0,IPR045860,,,
A0A7L0E578,Activin types I and II receptor domain-containing protein,Trogon melanurus,107,56311.0,IPR045860,,,
A0A7L0E7J9,Activin receptor type-2B,Trogon melanurus,107,56311.0,IPR045860,,,
A0A7L0E9Y6,Serine/threonine-protein kinase receptor,Trogon melanurus,529,56311.0,IPR045860,,,
A0A7L0EBB1,PLIA inhibitor,Trogon melanurus (Black-tailed trogon),209,56311.0,IPR016054,IPR045860,,
A0A7L0EBW4,LPD6B protein,Trogon melanurus (Black-tailed trogon),156,56311.0,IPR039457,IPR045860,,
A0A7L0ECJ5,LYPD6 protein,Trogon melanurus (Black-tailed trogon),158,56311.0,IPR039457,IPR045860,,
A0A7L0EGZ6,CD59 glycoprotein,Trogon melanurus (Black-tailed trogon),117,56311.0,IPR016054,IPR045860,,
A0A7L0EH24,Snake toxin/toxin-like domain-containing protein,Trogon melanurus (Black-tailed trogon),88,56311.0,IPR035076,IPR045860,,
A0A7L0EH27,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),112,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EH39,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),104,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EHB6,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),109,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EHC8,Serine/threonine-protein kinase receptor,Trogon melanurus,544,56311.0,IPR045860,,,
A0A7L0EHM6,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),104,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EHP9,Snake toxin/toxin-like domain-containing protein,Trogon melanurus (Black-tailed trogon),96,56311.0,IPR035076,IPR045860,,
A0A7L0EHS4,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),127,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EIA9,UPAR/Ly6 domain-containing protein,Trogon melanurus (Black-tailed trogon),127,56311.0,IPR016054,IPR035076,IPR045860,
A0A7L0EIX8,receptor protein serine/threonine kinase,Trogon melanurus,508,56311.0,IPR045860,,,
A0A7L0F1Q1,Bone morphogenetic protein receptor type-2,Corythaixoides concolor,1031,103956.0,IPR045860,,,
A0A7L0F2T7,BMP and activin membrane-bound inhibitor homolog,Corythaixoides concolor,236,103956.0,IPR045860,,,
A0A7L0F4I7,Serine/threonine-protein kinase receptor,Corythaixoides concolor,553,103956.0,IPR045860,,,
A0A7L0F5Q0,receptor protein serine/threonine kinase,Corythaixoides concolor,508,103956.0,IPR045860,,,
A0A7L0F8W5,Activin types I and II receptor domain-containing protein,Corythaixoides concolor,107,103956.0,IPR045860,,,
A0A7L0F9A9,LPD6B protein,Corythaixoides concolor (Grey go-away-bird),156,103956.0,IPR039457,IPR045860,,
A0A7L0F9S3,Serine/threonine-protein kinase receptor,Corythaixoides concolor,499,103956.0,IPR045860,,,
A0A7L0FAH1,CD59 glycoprotein,Corythaixoides concolor (Grey go-away-bird),117,103956.0,IPR016054,IPR045860,,
A0A7L0FBY0,LYPD6 protein,Corythaixoides concolor (Grey go-away-bird),137,103956.0,IPR039457,IPR045860,,
A0A7L0FJX8,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),124,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FJY6,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),111,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FKE6,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),109,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FKF9,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),110,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FLW6,Snake toxin/toxin-like domain-containing protein,Corythaixoides concolor (Grey go-away-bird),78,103956.0,IPR035076,IPR045860,,
A0A7L0FLX3,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),87,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FM43,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),104,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FND7,UPAR/Ly6 domain-containing protein,Corythaixoides concolor (Grey go-away-bird),102,103956.0,IPR016054,IPR035076,IPR045860,
A0A7L0FQM8,Activin receptor type-2B,Corythaixoides concolor,107,103956.0,IPR045860,,,
A0A7L0FS38,Serine/threonine-protein kinase receptor,Corythaixoides concolor,529,103956.0,IPR045860,,,
A0A7L0FYX6,PLIGB inhibitor,Corythaixoides concolor (Grey go-away-bird),209,103956.0,IPR016054,IPR045860,,
A0A7L0G5J2,Bone morphogenetic protein receptor type-2,Herpetotheres cachinnans,1031,56343.0,IPR045860,,,
A0A7L0G7V5,CD59 glycoprotein,Herpetotheres cachinnans (Laughing falcon),117,56343.0,IPR016054,IPR045860,,
A0A7L0G8I3,Serine/threonine-protein kinase receptor,Herpetotheres cachinnans,529,56343.0,IPR045860,,,
A0A7L0G9E7,PLIA inhibitor,Herpetotheres cachinnans (Laughing falcon),209,56343.0,IPR016054,IPR045860,,
A0A7L0GCU4,BMP and activin membrane-bound inhibitor homolog,Herpetotheres cachinnans,236,56343.0,IPR045860,,,
