identifier,group,oligomeric_state,last_common_ancestor,length
A0A1I7YDL2_IPR045860_1_2-75,none,monomer,genus:Steinernema,72-95
A0A1I8C718_IPR045860_1_1088-1169,none,monomer,order:Rhabditida,72-95
A0A1I8JJ30_IPR045860_1_32-122,none,monomer,genus:Macrostomum,72-95
A0A1J1HIH9_IPR045860_1_41-140,none,monomer,genus:Clunio,95-117
A0A1W0W9F2_IPR045860_1_295-354,none,monomer,genus:Hypsibius,50-72
A0A1X7VRX7_IPR045860_1_130-204,none,multimer,genus:Amphimedon,72-95
A0A210QMG5_IPR045860_1_21-111,Ly6,monomer,genus:Mizuhopecten,72-95
A0A267FLT7_IPR045860_1_40-116,none,mixture,genus:Macrostomum,72-95
A0A2A6CJP3_IPR045860_1_18-92,none,monomer,genus:Pristionchus,72-95
A0A2R8QJM0_IPR045860_1_17-90,none,monomer,genus:Danio,72-95
A0A310TAP0_IPR045860_1_56-144,mixture,mixture,family:Pipidae,72-95
A0A336M2V6_IPR045860_1_54-150,none,monomer,genus:Culicoides,95-117
A0A368GGE4_IPR045860_1_11-77,Ly6,monomer,genus:Ancylostoma,50-72
A0A3B3CDR3_IPR045860_1_25-97,none,monomer,class:Actinopteri,72-95
A0A3B5M3Y7_IPR045860_1_54-113,Ly6,monomer,genus:Xiphophorus,50-72
A0A3M0KDK7_IPR045860_1_1076-1149,none,monomer,genus:Hirundo,72-95
A0A3M6U7H7_IPR045860_1_18-108,mixture,monomer,family:Pocilloporidae,72-95
A0A3Q4IC75_IPR045860_1_35-120,none,monomer,genus:Neolamprologus,72-95
A0A443QTV1_IPR045860_1_9-60,none,monomer,genus:Dinothrombium,50-72
A0A482V9V6_IPR045860_1_22-108,none,monomer,genus:Asbolus,72-95
A0A4D5RAY4_IPR045860_1_23-107,none,monomer,genus:Scolopendra,72-95
A0A4U5P062_IPR045860_1_13-93,Ly6,monomer,genus:Steinernema,72-95
A0A5E4PXN3_IPR045860_1_128-222,none,monomer,genus:Leptidea,72-95
A0A5N3UJ72_IPR045860_1_13-98,mostly_Ly6,mixture,order:Artiodactyla,72-95
A0A668SJ17_IPR045860_1_27-130,none,monomer,family:Cichlidae,95-117
A0A672L2P2_IPR045860_1_18-106,none,monomer,genus:Sinocyclocheilus,72-95
A0A6A0HDR1_IPR045860_1_35-129,none,monomer,genus:Hyalella,95-117
A0A6A4UZH6_IPR045860_1_69-125,Quiver,monomer,genus:Amphibalanus,50-72
A0A6A7GBD5_IPR045860_1_81-177,none,monomer,genus:Hirondellea,95-117
A0A6F9CXD4_IPR045860_1_2-77,none,monomer,genus:Coregonus,72-95
A0A6P4IS37_IPR045860_1_31-117,Quiver,monomer,genus:Drosophila,72-95
A0A6P6YJZ1_IPR045860_1_60-166,none,monomer,genus:Dermatophagoides,95-117
A0A6P7Z0M7_IPR045860_2_127-211,Ly6,multimer,genus:Microcaecilia,72-95
A0A6P8HK09_IPR045860_1_31-119,none,monomer,genus:Actinia,72-95
A0A6P8IRF3_IPR045860_1_16-114,none,monomer,genus:Actinia,95-117
A0A6Q2YTX1_IPR045860_1_27-109,none,multimer,genus:Esox,72-95
A0A6S7IS82_IPR045860_1_19-108,none,monomer,genus:Paramuricea,72-95
A0A7E6EJX5_IPR045860_1_7-87,mixture,monomer,genus:Octopus,72-95
A0A7G3B1P6_IPR045860_1_8-111,none,monomer,family:Psychodidae,95-117
A0A7J6A6K8_IPR045860_1_17-81,none,monomer,genus:Ameiurus,50-72
A0A7K7K9L8_IPR045860_1_24-89,none,monomer,order:Passeriformes,72-95
A0A7M5WSH0_IPR045860_1_31-104,none,monomer,genus:Clytia,72-95
A0A7M7HJH9_IPR045860_1_30-120,none,monomer,genus:Strongylocentrotus,72-95
A0A7R9BFW5_IPR045860_1_20-98,none,monomer,genus:Notodromas,72-95
A0A7R9KKJ0_IPR045860_2_25-113,none,multimer,genus:Medioppia,72-95
A0A813QEC4_IPR045860_1_19-91,none,monomer,genus:Brachionus,72-95
A0A813YAZ7_IPR045860_1_582-673,none,monomer,class:Eurotatoria,72-95
A0A814JLR6_IPR045860_1_21-92,none,mixture,genus:Adineta,50-72
A0A815FU11_IPR045860_1_24-112,mixture,monomer,genus:Adineta,72-95
A0A817R2R6_IPR045860_1_38-132,none,monomer,genus:Rotaria,72-95
A0A821GB37_IPR045860_1_261-336,mixture,monomer,genus:Rotaria,72-95
A0A834XI78_IPR045860_1_8-105,none,monomer,family:Braconidae,95-117
A0A8B6BJV3_IPR045860_1_81-166,none,monomer,genus:Mytilus,72-95
A0A8B6EN26_IPR045860_1_63-144,none,monomer,genus:Mytilus,72-95
A0A8B6H6L4_IPR045860_1_17-98,mixture,monomer,genus:Mytilus,72-95
A0A8B7N653_IPR045860_1_21-105,mixture,monomer,genus:Hyalella,72-95
A0A8B7ZX06_IPR045860_1_39-148,none,monomer,order:Valvatida,95-117
A0A8B8EXX7_IPR045860_1_22-108,none,monomer,genus:Crassostrea,72-95
A0A8B9L9G8_IPR045860_1_44-139,none,monomer,class:Actinopteri,95-117
A0A8C4LK44_IPR045860_1_182-247,Ly6,monomer,genus:Equus,50-72
A0A8C4QP68_IPR045860_1_49-147,none,monomer,genus:Eptatretus,95-117
A0A8C6GS09_IPR045860_1_35-121,none,monomer,genus:Mus,72-95
A0A8C7X6P7_IPR045860_1_2-66,Ly6,monomer,genus:Oryzias,50-72
A0A8C7YM21_IPR045860_1_29-95,Ly6,multimer,genus:Oryzias,50-72
A0A8C8W311_IPR045860_1_63-141,Ly6,monomer,genus:Peromyscus,72-95
A0A8C8ZWC0_IPR045860_1_60-135,Ly6,monomer,genus:Prolemur,72-95
A0A8C9Y7S0_IPR045860_1_25-112,none,monomer,genus:Sander,72-95
A0A8D0BUW4_IPR045860_1_33-147,none,monomer,genus:Salvator,95-117
A0A8D1N8E5_IPR045860_1_44-107,none,monomer,genus:Sus,50-72
A0A8D2P009_IPR045860_1_1-65,none,monomer,order:Passeriformes,50-72
A0A8D9A4H4_IPR045860_1_29-134,none,monomer,genus:Cacopsylla,95-117
A0A8I6AKG7_IPR045860_1_103-179,none,monomer,genus:Rattus,72-95
A0A8J1LF51_IPR045860_3_204-281,none,multimer,genus:Xenopus,72-95
A0A8J5QRZ9_IPR045860_1_41-138,none,monomer,genus:Cotesia,95-117
A0A8J9Y7A4_IPR045860_1_26-110,none,monomer,order:Lepidoptera,72-95
A0A8K0C4F2_IPR045860_1_28-133,SPF,monomer,genus:Ignelater,95-117
A0A8K0G6S3_IPR045860_1_20-106,none,monomer,genus:Ignelater,72-95
A0A8R1I3M6_IPR045860_1_23-72,none,monomer,genus:Caenorhabditis,50-72
A0A8S2MUM0_IPR045860_1_63-134,none,monomer,genus:Rotaria,50-72
A0A8S3SKR7_IPR045860_2_264-342,none,multimer,genus:Mytilus,72-95
A0A8S3ZZA9_IPR045860_1_26-129,none,monomer,genus:Candidula,95-117
A0A8S4N1A4_IPR045860_1_161-239,none,monomer,genus:Owenia,72-95
A0A8S9WSA3_IPR045860_1_52-139,none,monomer,family:Miridae,72-95
A0A8T0ALA3_IPR045860_1_17-89,none,monomer,genus:Silurus,72-95
A0A8T0E0Z9_IPR045860_1_37-141,none,monomer,order:Araneae,95-117
A0A8T2J095_IPR045860_1_17-88,none,monomer,genus:Hymenochirus,50-72
A0A8W8N453_IPR045860_1_170-282,none,multimer,family:Ostreidae,95-117
A0A913WX36_IPR045860_1_152-251,none,monomer,genus:Exaiptasia,95-117
A0A913Y8G6_IPR045860_1_19-95,none,monomer,genus:Exaiptasia,72-95
A0A914IF27_IPR045860_1_57-131,none,monomer,genus:Globodera,72-95
A0A914V1G6_IPR045860_1_38-92,none,monomer,genus:Plectus,50-72
A0A915HYU6_IPR045860_1_22-121,none,monomer,genus:Romanomermis,95-117
A0A922HPZ9_IPR045860_1_489-572,none,monomer,genus:Dermatophagoides,72-95
A0A9D3T8B1_IPR045860_1_14-77,none,monomer,genus:Megalops,50-72
A0A9D4H5M8_IPR045860_1_39-125,none,monomer,genus:Dreissena,72-95
A0A9N9RR36_IPR045860_1_54-151,none,monomer,genus:Chironomus,95-117
A0A9P0A051_IPR045860_1_26-115,none,monomer,genus:Bemisia,72-95
A0A9P0E446_IPR045860_1_36-120,none,monomer,genus:Diabrotica,72-95
A0A9P0P9T6_IPR045860_1_35-131,none,monomer,order:Coleoptera,95-117
A0A9P1MSC1_IPR045860_1_18-103,Ly6,monomer,genus:Auanema,72-95
A0A9Q1HUE2_IPR045860_1_54-131,none,monomer,genus:Conger,72-95
A0A9R1SXE9_IPR045860_1_16-100,none,monomer,genus:Fopius,72-95
A0A9W7TGY6_IPR045860_1_17-99,Ly6,monomer,genus:Triplophysa,72-95
A0A9W9YPS8_IPR045860_1_53-132,none,monomer,genus:Desmophyllum,72-95
A0A9X0A5D6_IPR045860_1_22-107,Ly6,monomer,genus:Desmophyllum,72-95
A0A9X0D8A0_IPR045860_1_17-104,none,monomer,genus:Desmophyllum,72-95
A0AA35KP98_IPR045860_2_110-196,none,multimer,genus:Podarcis,72-95
A0AA36CT69_IPR045860_1_9-84,none,monomer,genus:Mesorhabditis,72-95
A0AA36GE86_IPR045860_1_101-172,none,monomer,genus:Mesorhabditis,50-72
A0AA39H458_IPR045860_1_34-114,none,monomer,genus:Steinernema,72-95
A0AA39M736_IPR045860_1_39-111,Ly6,monomer,genus:Steinernema,72-95
A0AA88P3K3_IPR045860_1_615-697,none,monomer,genus:Cirrhinus,72-95
A0AA89CB85_IPR045860_1_10-99,none,monomer,genus:Pinctada,72-95
A0AAD1WI24_IPR045860_1_44-125,Ly6,monomer,genus:Pelobates,72-95
A0AAD7YDD2_IPR045860_1_89-193,none,monomer,order:Lepidoptera,95-117
A0AAD9J8U3_IPR045860_1_30-106,none,multimer,genus:Paralvinella,72-95
A0AAD9PEX5_IPR045860_1_20-102,none,monomer,genus:Ridgeia,72-95
A0AAD9USH5_IPR045860_1_5-103,none,monomer,genus:Acropora,95-117
A0AAE0WGE3_IPR045860_1_2-88,none,monomer,genus:Potamilus,72-95
A0AAE9IUV5_IPR045860_1_22-100,mixture,monomer,genus:Caenorhabditis,72-95
A0AAF3FK35_IPR045860_1_8-93,Ly6,monomer,genus:Mesorhabditis,72-95
A0AAJ7BV09_IPR045860_1_28-115,none,monomer,genus:Cephus,72-95
A0AAN4ZG18_IPR045860_1_93-172,none,monomer,genus:Pristionchus,72-95
A0AAN5DE91_IPR045860_1_32-120,none,monomer,genus:Pristionchus,72-95
A0AAN7S6Z8_IPR045860_1_22-104,none,monomer,genus:Aquatica,72-95
A0AAN7Y299_IPR045860_1_66-131,Ly6,monomer,genus:Eleginops,50-72
A0AAN8QZB5_IPR045860_1_64-161,none,monomer,class:Actinopteri,95-117
A0AAU7YED8_IPR045860_1_32-107,none,monomer,genus:Nidirana,72-95
A0AAU9W4M6_IPR045860_1_52-153,none,monomer,genus:Pocillopora,95-117
A0AAV1PZ55_IPR045860_2_20-102,Ly6,multimer,genus:Scomber,72-95
A0AAV2Q5Q0_IPR045860_1_24-122,Ly6,monomer,genus:Meganyctiphanes,95-117
A0AAV5TE34_IPR045860_1_37-129,none,monomer,genus:Pristionchus,72-95
A0AAV5VV05_IPR045860_1_67-171,none,monomer,genus:Pristionchus,95-117
A0AAV6G4K1_IPR045860_2_83-145,none,multimer,genus:Alosa,50-72
A0AAV6UKQ1_IPR045860_1_1-96,none,monomer,genus:Oedothorax,95-117
A0AAV6Z7L1_IPR045860_1_1-63,none,monomer,genus:Engystomops,50-72
A0AAV7CMG0_IPR045860_1_17-98,none,monomer,genus:Engystomops,72-95
A0AAV8Z4P7_IPR045860_1_1-85,none,monomer,genus:Aromia,72-95
A0AAW0U0Y4_IPR045860_1_59-142,none,monomer,order:Decapoda,72-95
A0AAW1U2D4_IPR045860_1_27-126,none,monomer,genus:Henosepilachna,95-117
A0AAX7SLR3_IPR045860_1_6-88,none,monomer,family:Cichlidae,72-95
A0AAY4EY74_IPR045860_1_17-95,none,monomer,genus:Denticeps,72-95
A0ABD0QD01_IPR045860_1_4-59,none,monomer,genus:Cirrhinus,50-72
A0ABD0WKJ1_IPR045860_1_17-79,none,monomer,genus:Umbra,50-72
A0ABD2IWJ0_IPR045860_1_17-97,none,monomer,genus:Heterodera,72-95
B3EWF8_IPR045860_1_12-81,mixture,monomer,genus:Micrurus,50-72
B4MYH3_IPR045860_1_62-170,none,monomer,genus:Drosophila,95-117
C1L5D2_IPR045860_1_32-89,none,monomer,genus:Schistosoma,50-72
E3N743_IPR045860_1_9-83,none,monomer,genus:Caenorhabditis,72-95
F6ZQF4_IPR045860_1_15-103,Ly6,monomer,genus:Ciona,72-95
G5CTM1_IPR045860_1_35-128,none,monomer,genus:Mnemiopsis,72-95
G8G8Z9_IPR045860_1_10-78,Ly6,monomer,genus:Epinephelus,50-72
H2Z6J6_IPR045860_1_20-110,none,monomer,genus:Ciona,72-95
K1QMD5_IPR045860_1_5-58,none,monomer,genus:Magallana,50-72
N6TJ42_IPR045860_1_1-78,none,monomer,genus:Dendroctonus,72-95
P25677_IPR045860_1_1-56,none,monomer,family:Elapidae,50-72
Q0GAE3_IPR045860_1_12-81,none,monomer,genus:Plethodon,50-72
Q4R0Y3_IPR045860_1_29-130,none,monomer,genus:Platynereis,95-117
Q9N5W6_IPR045860_1_5-61,none,monomer,genus:Caenorhabditis,50-72
T1EEB2_IPR045860_1_26-122,none,monomer,genus:Helobdella,95-117
T1JH11_IPR045860_1_20-103,none,monomer,genus:Strigamia,72-95
U4U7J5_IPR045860_1_1002-1086,none,monomer,genus:Dendroctonus,72-95
V9KSU0_IPR045860_1_19-93,none,monomer,class:Chondrichthyes,72-95
W6NCI4_IPR045860_1_42-138,none,monomer,genus:Haemonchus,95-117
Centipede3FTx_0007_61981,manually_annotated,monomer,class:Chilopoda,117-140
Centipede3FTx_0039_60158,manually_annotated,monomer,class:Chilopoda,117-140
Centipede3FTx_0071_60158,manually_annotated,monomer,class:Chilopoda,72-95
Centipede3FTx_0103_984703,manually_annotated,monomer,class:Chilopoda,117-140
Centipede3FTx_0135_984703,manually_annotated,monomer,class:Chilopoda,72-95
D3ZF96_IPR042339_1_1-125,mixture,monomer,genus:Rattus,117-140
A0AA39H3S7_IPR003571_1_412-475,none,monomer,genus:Steinernema,50-72
A0AAW1BKT6_IPR045860_1_14-80,none,monomer,genus:Crotalus,50-72
A7X3R6_IPR045860_1_12-85,3FTx,monomer,genus:Leioheterodon,72-95
C0HJD3_IPR045860_1_1-74,mixture,monomer,family:Colubridae,72-95
P0DKS3_IPR045860_1_1-57,none,monomer,genus:Dendroaspis,50-72
P19004_IPR045860_1_1-64,none,monomer,genus:Aspidelaps,50-72
P81946_IPR045860_1_1-59,none,monomer,genus:Dendroaspis,50-72
Q2VBN0_IPR045860_1_12-86,none,monomer,genus:Ophiophagus,72-95
R4FIH0_IPR045860_1_12-81,3FTx,monomer,genus:Furina,50-72
R4G7M0_IPR045860_1_12-81,3FTx,monomer,genus:Vermicella,50-72
G3V630_IPR026110_1_1-148,none,monomer,family:Muridae,140-162
A0A0Q3MDD0_IPR045860_1_1-68,none,monomer,genus:Amazona,50-72
A0A1I7XX33_IPR035076_1_66-124,none,monomer,genus:Steinernema,50-72
A0A3B3XT67_IPR016054_2_118-195,Ly6,multimer,family:Poeciliidae,72-95
A0A3B5QR19_IPR045860_2_111-184,Ly6,multimer,family:Poeciliidae,72-95
A0A3M6UV60_IPR035076_1_123-202,Ly6,multimer,family:Pocilloporidae,72-95
A0A3Q3FZ14_IPR016054_2_117-200,Ly6,multimer,genus:Kryptolebias,72-95
A0A401Q2C1_IPR045860_4_15-97,Ly6,multimer,genus:Scyliorhinus,72-95
A0A670I9L5_IPR016054_1_29-111,Ly6,monomer,genus:Podarcis,72-95
A0A673AYS7_IPR045860_2_13-91,none,multimer,genus:Sphaeramia,72-95
A0A6A5EES0_IPR016054_2_115-195,Ly6,multimer,class:Actinopteri,72-95
A0A6G0IBB6_IPR016054_2_18-112,Ly6,multimer,genus:Larimichthys,72-95
A0A6J8CXM1_IPR045860_1_45-149,mixture,mixture,genus:Mytilus,72-95
A0A6P7WY53_IPR045860_1_164-214,none,multimer,genus:Microcaecilia,50-72
A0A6P8QQP9_IPR016054_1_21-102,Ly6,monomer,genus:Geotrypetes,72-95
A0A7J6BV54_IPR045860_2_221-283,Ly6,multimer,genus:Onychostoma,50-72
A0A811L5L6_IPR045860_1_10-99,none,monomer,genus:Bursaphelenchus,72-95
A0A813XHA2_IPR045860_1_19-92,none,monomer,genus:Brachionus,72-95
A0A8B6HFD7_IPR016054_1_63-154,mixture,mixture,genus:Mytilus,72-95
A0A8B9VV10_IPR016054_1_21-106,Ly6,monomer,class:Aves,72-95
A0A8C0GQD8_IPR016054_1_42-128,Ly6,monomer,order:Testudines,72-95
A0A8C5DLT6_IPR045860_1_65-146,Ly6,multimer,genus:Gouania,72-95
A0A8C6VTY1_IPR016054_2_152-231,Ly6,multimer,genus:Nothobranchius,72-95
A0A8C7VL86_IPR045860_1_14-102,mixture,monomer,genus:Oncorhynchus,72-95
A0A8J1JPU6_IPR016054_1_21-99,Ly6,multimer,genus:Xenopus,72-95
A0A8J4WHW3_IPR045860_1_19-95,none,monomer,genus:Paragonimus,72-95
A0A8M9PNE1_IPR045860_2_102-170,none,multimer,genus:Danio,50-72
A0A914I0N0_IPR035076_1_86-145,none,monomer,genus:Globodera,50-72
A0A9L0J0W8_IPR045860_1_28-147,Ly6,monomer,genus:Equus,117-140
A0A9Q1DW78_IPR016054_2_20-113,Ly6,multimer,genus:Conger,72-95
A0A9W2XCQ3_IPR016054_2_19-114,Ly6,multimer,genus:Betta,95-117
A0AA36GVX4_IPR045860_1_24-119,none,monomer,genus:Cylicocyclus,95-117
A0AA88P7M2_IPR016054_1_109-192,Ly6,multimer,genus:Cirrhinus,72-95
A0AA97JRF4_IPR016054_1_25-108,Ly6,monomer,genus:Eublepharis,72-95
A0AAE0QD06_IPR016054_1_48-128,Ly6,monomer,genus:Hemibagrus,72-95
A0AAN9CQ39_IPR016054_1_19-107,Ly6,multimer,genus:Phoxinus,72-95
A0AAV3A156_IPR016054_1_194-268,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV7V238_IPR016054_1_121-202,Ly6,monomer,genus:Pleurodeles,72-95
H2PRC4_IPR045860_1_62-139,mixture,monomer,class:Mammalia,72-95
W5MCF2_IPR016054_2_19-116,Ly6,multimer,genus:Lepisosteus,95-117
A0A286XQR4_IPR038773_1_3-194,Ly6,monomer,order:Rodentia,185-207
G5C3F3_IPR038773_1_63-175,none,monomer,genus:Heterocephalus,95-117
A0A0A0QT09_IPR016054_1_4-60,mixture,multimer,genus:Notophthalmus,50-72
A0A0A0QTE9_IPR045860_1_75-146,mixture,mixture,family:Salamandridae,72-95
A0A0F7JG73_IPR045860_1_18-107,Ly6,multimer,genus:Ichthyosaura,72-95
A0A0N8ESW9_IPR016054_1_26-109,none,monomer,family:Bathyergidae,72-95
A0A151PIJ3_IPR016054_1_181-271,Ly6,multimer,genus:Alligator,72-95
A0A1A6HWV9_IPR045860_2_1-77,mixture,multimer,order:Rodentia,72-95
A0A1L6ZA26_IPR026524_1_1-146,none,monomer,genus:Rattus,140-162
A0A1S3KT03_IPR045860_1_25-110,mostly_Ly6,monomer,class:Actinopteri,72-95
A0A286Y199_IPR016054_1_28-108,Ly6,multimer,genus:Cavia,72-95
A0A2D0SJ48_IPR045860_2_21-100,Ly6,multimer,family:Ictaluridae,72-95
A0A2G9Q834_IPR045860_1_11-61,Ly6,monomer,genus:Aquarana,50-72
A0A2K5DIW0_IPR016054_1_268-339,mostly_Ly6,multimer,order:Primates,50-72
A0A3B3CF22_IPR045860_3_120-197,Ly6,multimer,genus:Oryzias,72-95
A0A3B4BKF6_IPR016054_2_112-192,Ly6,multimer,genus:Pygocentrus,72-95
A0A3P8X2T7_IPR045860_1_18-94,none,monomer,genus:Cynoglossus,72-95
A0A3Q2DHF6_IPR016054_1_18-108,Ly6,multimer,genus:Cyprinodon,72-95
A0A3Q2V0P0_IPR016054_1_19-112,Ly6,monomer,family:Cichlidae,72-95
A0A452IF29_IPR045860_2_17-104,Ly6,multimer,genus:Gopherus,72-95
A0A452SDS7_IPR045860_3_330-408,Ly6,mixture,order:Carnivora,72-95
A0A484GSD8_IPR016054_1_27-77,Ly6,monomer,order:Artiodactyla,50-72
A0A4D9DJS9_IPR045860_2_148-232,Ly6,multimer,order:Testudines,72-95
A0A513ZV71_IPR045860_1_113-203,Ly6,multimer,genus:Boana,72-95
A0A556U043_IPR016054_2_109-196,Ly6,multimer,genus:Bagarius,72-95
A0A5N5LUV9_IPR045860_2_19-99,Ly6,multimer,genus:Pangasianodon,72-95
A0A667HSE1_IPR051445_1_111-255,Ly6,monomer,family:Felidae,117-140
A0A671FAW1_IPR016054_1_21-104,Ly6,mixture,genus:Rhinolophus,72-95
A0A672FHW3_IPR045860_1_17-92,Ly6,monomer,genus:Salarias,72-95
A0A673AUY9_IPR016054_2_2-94,Ly6,multimer,genus:Sphaeramia,72-95
A0A673MPP2_IPR016054_1_34-118,none,monomer,class:Actinopteri,72-95
A0A6J0SFY5_IPR045860_2_19-109,Ly6,multimer,genus:Pogona,72-95
A0A6J0VCR5_IPR045860_1_62-145,Ly6,monomer,genus:Pogona,72-95
A0A6J1V388_IPR016054_2_206-307,Ly6,multimer,order:Squamata,95-117
A0A6J8CQ86_IPR016054_1_208-291,Ly6,multimer,genus:Mytilus,72-95
A0A6P7QJG9_IPR051445_1_2-134,mixture,monomer,genus:Mus,117-140
A0A6P8NI02_IPR016054_1_109-199,Ly6,multimer,genus:Geotrypetes,72-95
A0A6P8SJ83_IPR045860_2_114-195,Ly6,multimer,genus:Geotrypetes,72-95
A0A6P9B2J9_IPR045860_1_15-106,mixture,multimer,order:Squamata,72-95
A0A7L1RYV9_IPR016054_1_25-106,none,monomer,genus:Helopsaltes,72-95
A0A7L4JW22_IPR045860_1_95-178,mixture,multimer,class:Aves,72-95
A0A8B6DBJ3_IPR016054_2_207-304,none,multimer,genus:Mytilus,95-117
A0A8B7WI12_IPR051445_1_1-137,Ly6,monomer,genus:Castor,117-140
A0A8B8E0A1_IPR045860_1_127-207,none,multimer,family:Ostreidae,72-95
A0A8C3XV50_IPR045860_1_17-104,Ly6,multimer,genus:Chelydra,72-95
A0A8C5DIF8_IPR045860_1_15-106,Ly6,monomer,genus:Gouania,72-95
A0A8C5QVV8_IPR045860_5_353-440,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C5RAW5_IPR045860_2_114-192,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C6DV88_IPR045860_2_199-248,none,multimer,genus:Moschus,50-72
A0A8C7YZM5_IPR016054_2_98-177,Ly6,multimer,genus:Oryzias,72-95
A0A8C9GZH3_IPR045860_2_116-195,Ly6,mixture,order:Primates,72-95
A0A8C9VHB0_IPR016054_1_20-110,Ly6,multimer,genus:Scleropages,72-95
A0A8D0BUU9_IPR016054_1_19-94,Ly6,monomer,genus:Salvator,72-95
A0A8D0JXR1_IPR016054_2_20-107,Ly6,multimer,genus:Sus,72-95
A0A8I6AVK8_IPR016054_1_118-200,none,multimer,genus:Rattus,72-95
A0A8J4TUS0_IPR045860_1_18-101,Ly6,monomer,genus:Clarias,72-95
A0A8J6DP14_IPR016054_1_515-587,Ly6,multimer,genus:Galemys,72-95
A0A8J6L717_IPR016054_1_150-235,Ly6,monomer,genus:Microtus,72-95
A0A8S3QK43_IPR016054_2_1-89,Ly6,multimer,genus:Mytilus,72-95
A0A8U0QAD0_IPR045860_2_114-193,Ly6,multimer,genus:Salvelinus,72-95
A0A913X5C8_IPR016054_1_23-121,Ly6,monomer,genus:Exaiptasia,95-117
A0A974HDB2_IPR045860_2_48-130,Ly6,multimer,genus:Xenopus,72-95
A0A9B0WY52_IPR045860_2_128-216,Ly6,multimer,genus:Chrysochloris,72-95
A0A9D3PEK6_IPR016054_1_27-122,Ly6,monomer,class:Actinopteri,72-95
A0A9F2R4S9_IPR045860_2_115-201,Ly6,multimer,genus:Python,72-95
A0A9F5JCG2_IPR016054_1_20-92,Ly6,multimer,genus:Python,72-95
A0A9J7KB25_IPR016054_3_610-678,mixture,multimer,family:Cricetidae,50-72
A0A9N9SCS8_IPR045860_1_19-109,Ly6,monomer,genus:Phaedon,72-95
A0A9Q0X862_IPR045860_2_122-186,Ly6,multimer,genus:Phrynocephalus,50-72
A0A9Q1D2N3_IPR016054_1_64-146,none,monomer,genus:Conger,72-95
A0A9W7WHC0_IPR016054_1_19-115,Ly6,monomer,genus:Triplophysa,95-117
A0A9X0CD38_IPR045860_1_11-104,Ly6,monomer,genus:Desmophyllum,72-95
A0AA35KMX9_IPR045860_1_115-196,Ly6,multimer,genus:Podarcis,72-95
A0AA97KAT5_IPR045860_2_116-205,Ly6,multimer,genus:Eublepharis,72-95
A0AA97KGW2_IPR045860_1_18-103,Ly6,multimer,genus:Eublepharis,72-95
A0AA97LHY3_IPR045860_2_115-203,Ly6,multimer,genus:Eublepharis,72-95
A0AAD1T4T8_IPR016054_1_21-115,Ly6,multimer,genus:Pelobates,72-95
A0AAD1WL22_IPR045860_6_288-366,Ly6,multimer,genus:Pelobates,72-95
A0AAD1WR25_IPR045860_1_113-200,Ly6,multimer,genus:Pelobates,72-95
A0AAD6AN08_IPR016054_1_19-118,mostly_Ly6,mixture,class:Actinopteri,95-117
A0AAD9Q3Q6_IPR045860_1_19-116,Ly6,monomer,genus:Acropora,95-117
A0AAQ4PVU2_IPR016054_1_19-87,Ly6,monomer,genus:Gasterosteus,50-72
A0AAV1Q810_IPR045860_2_22-101,Ly6,multimer,genus:Scomber,72-95
A0AAV2K9H5_IPR016054_2_135-210,Ly6,multimer,genus:Knipowitschia,72-95
A0AAV2ZNB6_IPR045860_1_108-187,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV6FTL5_IPR045860_1_18-105,Ly6,monomer,family:Clupeidae,72-95
A0AAV6YYU5_IPR045860_2_112-201,Ly6,multimer,genus:Engystomops,72-95
A0AAV6ZFP2_IPR045860_2_113-198,Ly6,multimer,genus:Engystomops,72-95
A0AAV6ZNU6_IPR045860_1_115-197,Ly6,multimer,genus:Engystomops,72-95
A0AAV7D0G9_IPR045860_1_107-172,Ly6,multimer,genus:Engystomops,50-72
A0AAV7PZR4_IPR045860_2_114-222,Ly6,multimer,genus:Pleurodeles,95-117
A0AAW0N4Y7_IPR045860_1_21-114,Ly6,multimer,genus:Mugilogobius,72-95
A0AAW0PQM6_IPR045860_2_501-587,none,multimer,genus:Mugilogobius,72-95
A0AAW1AY60_IPR045860_3_110-202,Ly6,multimer,genus:Crotalus,72-95
A0AAW1Z242_IPR016054_1_19-109,Ly6,monomer,genus:Culter,72-95
A0ABC9XRS3_IPR045860_3_316-400,Ly6,multimer,genus:Grus,72-95
A7RGX5_IPR016054_1_156-253,Ly6,monomer,genus:Nematostella,95-117
F6Q0C7_IPR016054_3_33-111,Ly6,multimer,genus:Macaca,72-95
G3HYY0_IPR045860_1_24-108,Ly6,monomer,genus:Cricetulus,72-95
H9G8X6_IPR016054_1_19-107,mixture,multimer,order:Squamata,72-95
I3N0X9_IPR016054_1_21-96,Ly6,monomer,family:Sciuridae,72-95
K7FG20_IPR045860_2_114-195,Ly6,multimer,genus:Pelodiscus,72-95
L9L7X5_IPR016054_4_130-208,Ly6,multimer,genus:Tupaia,72-95
M7BWK4_IPR016054_1_1-95,Ly6,mixture,order:Testudines,72-95
P82144_IPR016054_1_20-115,mixture,mixture,family:Viperidae,72-95
A0A674JYI0_IPR026524_1_6-291,none,monomer,order:Testudines,252-275
F7AM00_IPR026524_1_1-290,none,monomer,genus:Ornithorhynchus,275-297
